AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
46422,13470961,05/01/2020,07/29/2022,Nursing Home,COQUINA CENTER,170 N CENTER STREET,,ORMOND BEACH,FL,32174,Volusia,(386) 672-7113,170 N CENTER STREET,,ORMOND BEACH,FL,32174,Volusia,LICENSED,COQUINA CENTER  LLC,05/01/2003,DONNA SMITH,120,For-Profit,www.opismr.com
95040,10840961,02/01/2020,05/01/2022,Nursing Home,CORAL BAY HEALTHCARE AND REHABILITATION,2939 S HAVERHILL RD,,WEST PALM BEACH,FL,33415-8118,Palm Beach,(561) 641-3130,2939 SOUTH HAVERHILL ROAD,,WEST PALM BEACH,FL,33415-8118,Palm Beach,LICENSED,2939 SOUTH HAVERHILL ROAD OPERATIONS LLC,02/01/2012,ADELA BALDO,120,For-Profit,www.consulatehealthcare.com
111307,1103096,11/01/2019,01/29/2022,Nursing Home,CORAL GABLES NURSING AND REHABILITATION CENTER,7060 SW 8TH STREET,,MIAMI,FL,33144,Miami-Dade,(305) 261-1363,7060 SW 8TH STREET,,MIAMI,FL,33144,Miami-Dade,LICENSED,CORAL GABLES HOLDINGS  LLC,11/01/2007,JON H STEINMEYER,87,For-Profit,www.cgrehab.net
111356,1641096,01/12/2020,01/11/2022,Nursing Home,CORAL REEF NURSING & REHABILITATION CENTER,9869 SW 152ND STREET,,MIAMI,FL,33157,Miami-Dade,(305) 255-3220,9869 SW 152ND STREET,,MIAMI,FL,33157,Miami-Dade,LICENSED,CORAL REEF OPERATING  LLC,01/12/2004,MICHAEL KONIG,180,For-Profit,www.coralreefnursingandrehab.com
83609,11040961,01/10/2020,05/01/2022,Nursing Home,CORAL TRACE HEALTH CARE,216 SANTA BARBARA BLVD,,CAPE CORAL,FL,33991-2031,Lee,(239) 772-4600,216 SANTA BARBARA BLVD,,CAPE CORAL,FL,33991-2031,Lee,LICENSED,216 SANTA BARBARA BOULEVARD OPERATIONS LLC,02/01/2012,SHELLEY L. GRIMES,120,For-Profit,www.consulatehealthcare.com
55263,11060962,02/01/2020,05/01/2022,Nursing Home,COUNTRYSIDE REHAB AND HEALTHCARE CENTER,3825 COUNTRYSIDE BLVD N,,PALM HARBOR,FL,34684-4928,Pinellas,(727) 784-2848,3825 COUNTRYSIDE BLVD N,,PALM HARBOR,FL,34684-4928,Pinellas,LICENSED,3825 COUNTRYSIDE BOULEVARD OPERATIONS LLC,02/01/2012,TRAVIS REED,120,For-Profit,www.consulatehealthcare.com
100639,15550962,01/01/2020,03/31/2022,Nursing Home,COURT AT PALM AIRE  THE,2701 N COURSE DR,,POMPANO BEACH,FL,33069-3058,Broward,(954) 975-8900,400 CENTRE ST,ATTN: LICENSING,NEWTON,MA,02458-2094,,LICENSED,SNH FLA TENANT LLC,01/01/2020,NICOLAS DIIORIO,60,For-Profit,https://www.fivestarseniorliving.com/communities/fl/pompano-beach/the-court-at-palm-aire
70503,11070961,05/01/2020,04/30/2022,Nursing Home,COURTENAY SPRINGS VILLAGE,1100 SOUTH COURTENAY PARKWAY,,MERRITT IS,FL,32952-3804,Brevard,(321) 452-1233,RHF  911 NORTH STUDEBAKER ROAD,,LONG BEACH,CA,90815,,LICENSED,MERRITT ISLAND RHF HOUSING  INC.,05/01/1996,JOSE A ARROYO,96,Not-For-Profit,www.rhf.org
74808,13920961,12/01/2019,02/28/2022,Nursing Home,COURTYARDS OF ORLANDO CARE CENTER,1900 MERCY DRIVE,,ORLANDO,FL,32808,Orange,(407) 299-5404,1900 MERCY DRIVE,,ORLANDO,FL,32808,Orange,LICENSED,COURTYARDS FACILITY INC,12/01/2015,APRIL DOHERTY,120,For-Profit,www.courtyardscc.com
100641,11080961,03/01/2020,05/29/2022,Nursing Home,COVENANT VILLAGE CARE CENTER,9211 W BROWARD BLVD,,PLANTATION,FL,33324,Broward,(954) 370-8982,9211 W BROWARD BLVD,,PLANTATION,FL,33324,Broward,LICENSED,COVENANT LIVING OF FLORIDA  INC .,11/16/1996,MYKELLE HENRY,60,Not-For-Profit,www.covliving.org
14601,1110096,02/01/2020,05/01/2022,Nursing Home,CRESTVIEW REHABILITATION CENTER  LLC,1849 FIRST AVENUE EAST,,CRESTVIEW,FL,32539,Okaloosa,(850) 682-5322,1849 FIRST AVENUE EAST,,CRESTVIEW,FL,32539,Okaloosa,LICENSED,CRESTVIEW REHABILITATION CENTER  LLC,02/01/2012,DANIEL PATRICK BLAKELY,180,For-Profit,www.crestviewrehabilitation.com
35402,1454096,07/01/2019,09/28/2020,Nursing Home,CRESTWOOD NURSING CENTER,501 S PALM AVE,,PALATKA,FL,32177,Putnam,(386) 328-1472,501 S PALM AVE,,PALATKA,FL,32177,Putnam,LICENSED,CRESTWOOD NURSING CENTER  INC,07/01/2005,MARY SHOWERS,65,For-Profit,
41601,1007096,07/01/2019,03/30/2021,Nursing Home,CROSS CARE CENTER,5888 BLANDING BLVD,,JACKSONVILLE,FL,32244,Duval,(904) 772-1220,5888 BLANDING BLVD,,JACKSONVILLE,FL,32244,Duval,LICENSED,5888 GOLDEN LLC,12/31/2018,JOSE D FUENTES,120,For-Profit,
35960937,130470998,10/01/2019,12/26/2020,Nursing Home,CROSS CITY NURSING AND REHABILITATION CENTER,583 NE 351 HWY,,CROSS CITY,FL,32628,Dixie,(352) 498-2005,583 NE 351 HWY,,CROSS CITY,FL,32628,Dixie,LICENSED,CROSS CITY OPERATIONS LLC,09/28/2016,TIMAKO FIONA GLANTON,60,For-Profit,www.maximushg.com
111353,1352096,05/01/2020,11/25/2020,Nursing Home,CROSS GARDENS CARE CENTER,190 NE 191ST STREET,,MIAMI,FL,33179,Miami-Dade,(305) 651-9690,6511 NOVA DR  STE 168,,DAVIE,FL,33317,Broward,CONDITIONAL,190 GOLDEN LLC,08/28/2016,SACASHA K BROWN,120,For-Profit,
23301,1257096,04/20/2020,11/24/2021,Nursing Home,CROSS LANDINGS HEALTH AND REHABILITATION CENTER,1780 N JEFFERSON HWY,,MONTICELLO,FL,32344-5536,Jefferson,(850) 997-2313,4700 SHERIDAN ST,SUITE B,HOLLYWOOD,FL,33021,Broward,CONDITIONAL,CL GOLDEN LLC,08/27/2017,SAMUEL D GROOMES,60,For-Profit,
100606,1119096,12/30/2019,03/29/2022,Nursing Home,CROSS POINTE CARE CENTER,440 PHIPPEN WAITERS ROAD,,DANIA BEACH,FL,33004,Broward,(954) 927-0508,6511 NOVA DRIVE,SUITE 168,DAVIE,FL,33317,Broward,LICENSED,1780 GOLDEN LLC,12/30/2013,ILENE BERKON CARDELLO,88,For-Profit,
22301,1038096,01/01/2020,06/29/2021,Nursing Home,CROSS SHORES CARE CENTER,220 NINTH STREET,,PORT SAINT JOE,FL,32456,Gulf,(850) 229-8244,220 NINTH STREET,,PORT SAINT JOE,FL,32456,Gulf,LICENSED,220 GOLDEN LLC,04/01/2017,SHELLY CAIN,120,For-Profit,
55221,11300961,12/30/2019,03/29/2022,Nursing Home,CROSS TERRACE REHABILITATION CENTER,1351 SAN CHRISTOPHER DR,,DUNEDIN,FL,34698,Pinellas,(727) 736-1421,4700 SHERIDAN ST,STE B,HOLLYWOOD,FL,33021,Broward,LICENSED,1351 GOLDEN LLC,12/30/2013,PHILIP HIBNICK,104,For-Profit,
85805,12510961,08/28/2018,11/25/2020,Nursing Home,CROSSBREEZE CARE CENTER,1755 18TH ST,,SARASOTA,FL,34234,Sarasota,(941) 955-4915,6511 NOVA DR  STE 168,STE B,DAVIE,FL,33317,Broward,LICENSED,1755 GOLDEN LLC,08/28/2016,PRISCILLA CASTONGUAY,101,For-Profit,
95053,1219096,01/01/2020,03/29/2022,Nursing Home,CROSSINGS  THE,4445 PINE FOREST DR,,LAKE WORTH,FL,33463-4676,Palm Beach,(561) 965-5954,6511 NOVA DR,STE 168,DAVIE,FL,33317-7401,Broward,LICENSED,4445 GOLDEN LLC,12/30/2013,HAYLEY CROSS,60,For-Profit,
65321,1607096,12/30/2019,03/29/2022,Nursing Home,CROSSROADS  THE,206 W ORANGE ST,,DAVENPORT,FL,33837,Polk,(863) 422-4961,6511 NOVA DR,STE 168,DAVIE,FL,33317,,LICENSED,206 GOLDEN LLC,12/30/2013,CATHY VALENTINO KEESLING,60,For-Profit,
24002,1438096,08/27/2019,11/24/2021,Nursing Home,CROSSWINDS HEALTH AND REHABILITATION CENTER,13455 W US HWY 90,,GREENVILLE,FL,32331,Madison,(850) 948-4601,4700 SHERIDAN ST,SUITE B,HOLLYWOOD,FL,33021,Broward,LICENSED,13455 GOLDEN LLC,08/27/2017,SEBRINA CAMERON,58,For-Profit,
114403,1446096,05/22/2020,10/29/2020,Nursing Home,CRYSTAL HEALTH AND REHAB CENTER  LLC,48 HIGH POINT ROAD,,TAVERNIER,FL,33070,Monroe,(305) 853-0799,48 HIGH POINT ROAD,,TAVERNIER,FL,33070,Monroe,CONDITIONAL,CRYSTAL HEALTH AND REHAB CENTER  LLC,08/01/2018,RUTH E ROBINSON,120,For-Profit,www.plantationkeync.com
30901,1114096,09/29/2020,09/28/2022,Nursing Home,CRYSTAL RIVER HEALTH AND REHABILITATION CENTER,136 NORTHEAST 12TH AVENUE,,CRYSTAL RIVER,FL,34429,Citrus,(352) 795-5044,136 NORTHEAST 12TH AVENUE,,CRYSTAL RIVER,FL,34429,Citrus,LICENSED,NORTHPORT HEALTH SERVICES OF FLORIDA  LLC,07/01/1999,LIMECIO S OW III,150,For-Profit,www.crystalriverhealthandrehab.com
36001,1588096,07/15/2019,08/29/2021,Nursing Home,CYPRESS CARE CENTER,490 S OLD WIRE RD,,WILDWOOD,FL,34785,Sumter,(352) 748-3683,490 S OLD WIRE RD,,WILDWOOD,FL,34785,Sumter,LICENSED,ARBOR FACILITY INC,06/01/2015,DWAYNE GRAHAM,180,For-Profit,http://www.cypresscarecenter.com
30902,1115096,10/01/2018,12/29/2020,Nursing Home,CYPRESS COVE CARE CENTER,700 SE 8TH AVE,,CRYSTAL RIVER,FL,34429,Citrus,(352) 795-8832,700 SE 8TH AVE,,CRYSTAL RIVER,FL,34429,Citrus,LICENSED,CYPRESS COVE CARE CENTER LLC,04/27/2001,BRET MARTIN,120,Not-For-Profit,cypresscovecare.com
41628,11170961,08/29/2018,11/26/2020,Nursing Home,CYPRESS VILLAGE,4600 MIDDLETON PARK CIR E,,JACKSONVILLE,FL,32224,Duval,(904) 223-6100,4600 MIDDLETON PARK CIR E,,JACKSONVILLE,FL,32224,Duval,LICENSED,CCRC OPCO - CYPRESS VILLAGE  LLC,08/29/2014,STEPHANIE MARKOSKI,120,Not-For-Profit,https://cypressvillageretirement.com/
95007,1120096,10/12/2019,12/12/2020,Nursing Home,DARCY HALL OF LIFE CARE,2170 PALM BEACH LAKES BLVD,,WEST PALM BEACH,FL,33409,Palm Beach,(561) 683-3333,2170 PALM BEACH LAKES BLVD,,WEST PALM BEACH,FL,33409,Palm Beach,LICENSED,DARCY HALL MEDICAL INVESTORS  LLC,09/14/2006,KESLERME THELEMAQUE,220,For-Profit,www.lifecare.com
46404,11210961,09/29/2020,09/28/2022,Nursing Home,DAYTONA BEACH HEALTH AND REHABILITATION CENTER,1055 3RD STREET,,DAYTONA BEACH,FL,32117-4196,Volusia,(386) 252-3686,1055 3RD STREET,,DAYTONA BEACH,FL,32117-4196,Volusia,LICENSED,NORTHPORT HEALTH SERVICES OF FLORIDA  LLC,07/01/1999,RAYMOND A ANDERSON,180,For-Profit,www.daytonabeachhealthandrehab.com
35961086,130471074,03/17/2020,05/21/2022,Nursing Home,DE LUNA HEALTH AND REHABILITATION CENTER,9310 FOWLER AVE,,PENSACOLA,FL,32514,Escambia,(850) 430-0600,9310 FOWLER AVE,,PENSACOLA,FL,32514,Escambia,LICENSED,NF NINE MILE  LLC,02/21/2020,MARY S REID,90,For-Profit,
46406,1123096,12/04/2018,03/03/2021,Nursing Home,DEBARY HEALTH AND REHABILITATION CENTER,60 N HWY 17/92,,DEBARY,FL,32713,Volusia,(386) 668-4426,60 N  HWY 17/92,,DEBARY,FL,32713,Volusia,LICENSED,MF DEBARY  LLC,12/04/2008,CHRISTA VAUGHAN,120,For-Profit,
100605,10960962,07/01/2020,06/30/2022,Nursing Home,DEERFIELD BEACH HEALTH AND REHABILITATION CENTER,401 EAST SAMPLE ROAD,,POMPANO BEACH,FL,33064,Broward,(954) 941-4100,401 EAST SAMPLE ROAD,,POMPANO BEACH,FL,33064,Broward,LICENSED,FI - BROWARD NURSING  LLC,07/01/2003,ERNANDE FORTUNE,194,Not-For-Profit,www.deerfieldbeachhealthandrehab.com
74803,10310961,09/29/2019,12/27/2021,Nursing Home,DELANEY PARK HEALTH AND REHABILITATION CENTER,215 ANNIE STREET,,ORLANDO,FL,32806,Orange,(407) 841-4371,215 ANNIE STREET,,ORLANDO,FL,32806,Orange,LICENSED,ORLANDO REHABILITATION GROUP INC,09/01/2009,MATTHEW ERICKSON MINES,89,Not-For-Profit,www.delaneyparkhealthandrehab.com
46408,1125096,02/01/2020,05/01/2022,Nursing Home,DELTONA HEALTH CARE,1851 ELKCAM BLVD,,DELTONA,FL,32725-3922,Volusia,(386) 789-3769,1851 ELKCAM BLVD,,DELTONA,FL,32725-3922,Volusia,LICENSED,1851 ELKCAM BOULEVARD OPERATIONS LLC,02/01/2012,HEATHER C JACKSON,120,For-Profit,www.consulatehealthcare.com
81401,11270961,02/21/2020,12/03/2021,Nursing Home,DESOTO HEALTH AND REHAB,475 NURSING HOME DR,,ARCADIA,FL,34266,Desoto,(863) 494-5766,5005 SAN MARINO CIR,,LAKE MARY,FL,32746-2611,Seminole,LICENSED,KINGSEAL LLC,12/31/2013,LUME BADENHORST,118,For-Profit,www.desotohealthrehab.com
14609,16210961,02/01/2020,05/01/2022,Nursing Home,DESTIN HEALTHCARE AND REHABILITATION CENTER,195 MATTIE M KELLY BLVD,,DESTIN,FL,32541-2811,Okaloosa,(850) 654-4588,195 MATTIE M KELLY BLVD,,DESTIN,FL,32541-2811,Okaloosa,LICENSED,195 MATTIE M. KELLY BOULEVARD OPERATIONS LLC,02/01/2012,ESTHER SHERRILL MCARDLE,119,For-Profit,www.consulatehealthcare.com
30906,15390961,06/01/2019,08/29/2021,Nursing Home,DIAMOND RIDGE HEALTH AND REHABILITATION CENTER,2730 W MARC KNIGHTON CT,,LECANTO,FL,34461,Citrus,(352) 746-9500,2730 W MARC KNIGHTON CT,,LECANTO,FL,34461,Citrus,LICENSED,SURREY PLACE OF LECANTO  LLC,06/01/2002,SHERRI SPILLMAN,142,For-Profit,www.diamondridgehealthandrehab.com
35961069,130471077,04/05/2020,04/02/2022,Nursing Home,DOLPHIN POINTE HEALTH CARE CENTER,5355 DOLPHIN POINT BLVD,,JACKSONVILLE,FL,32211,Duval,(904) 914-8801,5355 DOLPHIN POINT BLVD,,JACKSONVILLE,FL,32211,Duval,LICENSED,DOLPHIN POINTE HEALTH CARE  LLC,04/05/2020,SALVATORE DECARIA,146,For-Profit,Dolhinpointehc.com
35960995,130471029,03/25/2020,06/22/2022,Nursing Home,DOUGLAS JACOBSON STATE VETERANS NURSING HOME,21281 GRAYTON TERRACE,,PORT CHARLOTTE,FL,33954,Charlotte,(941) 613-0919,21281 GRAYTON TERRACE,,PORT CHARLOTTE,FL,33954,Charlotte,LICENSED,FLORIDA DEPARTMENT OF VETERAN'S AFFAIRS,03/25/2004,ELIZABETH KILFEDER BARTON,120,Not-For-Profit,www.floridavets.org
55254,15650961,04/02/2020,04/06/2020,Nursing Home,EAGLE LAKE NURSING AND REHAB CARE CENTER,1100 66TH ST N,,ST PETERSBURG,FL,33710-6224,Pinellas,(727) 345-9331,1100 66TH ST N,,ST PETERSBURG,FL,33710-6224,Pinellas,IN REVIEW,BLUE RIDGE BY THE LAKE LLC,04/07/2016,,59,For-Profit,www.eaglelake.care
55267,11340962,12/01/2019,02/28/2022,Nursing Home,EAST BAY REHABILITATION CENTER,4470 E BAY DR,,CLEARWATER,FL,33764,Pinellas,(727) 530-7100,4470 E BAY DR,,CLEARWATER,FL,33764,Pinellas,LICENSED,EAST BAY NC  LLC,12/01/2003,MELISSA CROOKSHANKS,120,For-Profit,www.eastbayrehab.com
111358,1136096,02/01/2020,05/01/2022,Nursing Home,EAST RIDGE RETIREMENT VILLAGE INC,19225 SW 87TH AVE,,CUTLER BAY,FL,33157-8984,Miami-Dade,(305) 238-2623,19301 SW 87TH AVE,,CUTLER BAY,FL,33157-8904,Miami-Dade,LICENSED,EAST RIDGE RETIREMENT VILLAGE INC.,12/16/1991,DESIREE SEBASTIAN,74,Not-For-Profit,www.eastridgeatcutlerbay.com
26501,1582096,08/01/2018,10/29/2020,Nursing Home,EDEN SPRINGS NURSING AND REHAB CENTER,4679 CRAWFORDVILLE HWY,,CRAWFORDVILLE,FL,32326,Wakulla,(850) 926-7181,4679 CRAWFORDVILLE HWY,,CRAWFORDVILLE,FL,32326,Wakulla,LICENSED,DOS OF EDEN SPRINGS  LLC.,08/01/2001,CHUCK CASCIO,120,For-Profit,www.EdenSpringsRehab.com
41623,1272096,05/14/2020,05/15/2020,Nursing Home,EDGEWOOD NURSING CENTER,1771 EDGEWOOD AVE W,,JACKSONVILLE,FL,32208,Duval,(904) 766-7436,995 CANTON ST,STE 100,ROSWELL,GA,30075-4240,,IN REVIEW,EDGEWOOD NURSING CENTER  INC.,05/15/2002,JESSA COLLINS,60,For-Profit,sterling-health.com
95026,14030961,10/01/2018,12/29/2020,Nursing Home,EDWARD J HEALEY REHABILITATION AND NURSING CENTER,5101 WEST BLUE HERON BLVD,,RIVIERA BEACH,FL,33418,Palm Beach,(561) 842-6111,1515 N FLAGLER DR,#101,WEST PALM BEACH,FL,33401,Palm Beach,LICENSED,HEALTH CARE DISTRICT OF PALM BEACH COUNTY,10/01/1995,SHELLY ANN LAU,120,Not-For-Profit,www.hcdpbc.org/healeycenter
55216,11010961,04/01/2019,06/29/2021,Nursing Home,EGRET COVE CENTER,550 62ND ST S,,SAINT PETERSBURG,FL,33707,Pinellas,(727) 347-6151,550 62ND ST S,,SAINT PETERSBURG,FL,33707,Pinellas,LICENSED,EGRET COVE REHABILITATION CENTER  LLC,04/01/2009,JOSHUA CHOATE,120,Not-For-Profit,www.egretcovecenter.com
14602,11410961,04/01/2019,06/29/2021,Nursing Home,EMERALD COAST CENTER,114 THIRD STREET SE,,FORT WALTON BEACH,FL,32548,Okaloosa,(850) 243-6134,114 THIRD STREET SE,,FORT WALTON BEACH,FL,32548,Okaloosa,LICENSED,EMERALD COAST REHABILITATION CENTER  LLC,04/01/2009,TUNECIA SHEFFIELD CAMPBELL,120,Not-For-Profit,http://emeraldcoasthealthandrehab.com/
95605,14940961,05/01/2020,04/30/2022,Nursing Home,EMERALD HEALTH CARE CENTER,1655 SE WALTON ROAD,,PORT SAINT LUCIE,FL,34952,St. Lucie,(772) 337-1333,1655 SE WALTON ROAD,,PORT SAINT LUCIE,FL,34952,St. Lucie,LICENSED,PORT ST. LUCIE MGT  LLC,05/01/2003,BLAKE J BELL,120,For-Profit,www.emeraldhc.com
20303,1292096,02/01/2020,05/01/2022,Nursing Home,EMERALD SHORES HEALTH AND REHABILITATION,626 N TYNDALL PKWY,,CALLAWAY,FL,32404-6132,Bay,(850) 871-6363,626 N TYNDALL PKWY,,CALLAWAY,FL,32404-6132,Bay,LICENSED,626 NORTH TYNDALL PARKWAY OPERATIONS LLC,02/01/2012,VICKI L BROWN,77,For-Profit,www.consulatehealthcare.com
46425,1143095,12/01/2019,02/28/2022,Nursing Home,EMORY L BENNETT MEMORIAL VETERANS NURSING HOME,1920 MASON AVENUE,,DAYTONA BEACH,FL,32117,Volusia,(386) 274-3460,1920 MASON AVENUE,,DAYTONA BEACH,FL,32117,Volusia,LICENSED,FLORIDA DEPARTMENT OF VETERAN'S AFFAIRS,01/01/1996,EBB GRAY KILPATRICK,120,Not-For-Profit,www.Floridavets.org
95033,1605095,03/10/2020,03/31/2022,Nursing Home,ENCORE AT BOCA RATON REHABILITATION AND NURSING CENTER  LLC  THE,7300 DEL PRADO CIRCLE SOUTH,,BOCA RATON,FL,33433,Palm Beach,(561) 392-3000,7300 DEL PRADO CIRCLE SOUTH,,BOCA RATON,FL,33433,Palm Beach,CONDITIONAL,THE ENCORE AT BOCA RATON REHABILITATION AND NURSING CENTER  LLC,01/01/2018,AARON LEVY,154,For-Profit,www.theencoreatboca.com
80801,11440961,10/24/2019,05/01/2022,Nursing Home,ENGLEWOOD HEALTHCARE AND REHABILITATION CENTER,1111 DRURY LN,,ENGLEWOOD,FL,34224-4545,Charlotte,(941) 474-9371,1111 DRURY LN,,ENGLEWOOD,FL,34224-4545,Charlotte,LICENSED,1111 DRURY LANE OPERATIONS LLC,02/01/2012,DEBRA A VON ASWEGE-MENZENBERG,120,For-Profit,www.consulatehealthcare.com
35960930,130470992,02/01/2020,05/01/2022,Nursing Home,EVANS HEALTH CARE,3735 EVANS AVE,,FORT MYERS,FL,33901-9302,Lee,(239) 277-3977,3735 EVANS AVE,,FORT MYERS,FL,33901-9302,Lee,LICENSED,3735 EVANS AVENUE OPERATIONS LLC,02/01/2012,ROBERT A GIANNAMORE JR,120,For-Profit,www.consulatehealthcare.com
32703,1146096,07/01/2020,06/30/2022,Nursing Home,EVERGREEN WOODS,7045 EVERGREEN WOODS TRL,,SPRING HILL,FL,34608,Hernando,(352) 596-8371,7045 EVERGREEN WOODS TRL,,SPRING HILL,FL,34608,Hernando,LICENSED,FI - EVERGREEN WOODS  LLC,07/01/2003,MELANIE WILSON,120,Not-For-Profit,www.evergreenwoodshealthandrehab.com
62932,1633096,03/20/2020,08/29/2021,Nursing Home,EXCEL CARE CENTER,2811 CAMPUS HILL DR,,TAMPA,FL,33612,Hillsborough,(813) 972-9700,400 RELLA BLVD STE 200,,MONTEBELLO,NY,10901-4239,,LICENSED,EXCEL FACILITY INC,06/01/2015,DANIEL J JONES,120,For-Profit,http://www.excelcarecenter.com/
111309,1147096,05/07/2020,09/14/2021,Nursing Home,FAIR HAVENS CENTER,201 CURTISS PKWY,,MIAMI SPRINGS,FL,33166-5291,Miami-Dade,(305) 887-1565,201 CURTISS PKWY,,MIAMI SPRINGS,FL,33166-5291,Miami-Dade,CONDITIONAL,FAIR HAVENS OPCO  LLC,06/17/2019,JESIKA POLACK,269,For-Profit,
62919,1613096,05/01/2020,07/29/2022,Nursing Home,FAIRWAY OAKS CENTER,13806 N 46TH ST,,TAMPA,FL,33613,Hillsborough,(860) 481-2430,13806 N 46TH ST,,TAMPA,FL,33613,Hillsborough,LICENSED,FAIRWAY OAKS CENTER  LLC,05/01/2003,DAWN DEBRUNNER,120,For-Profit,www.opismr.com
44501,1457096,08/01/2019,10/29/2021,Nursing Home,FERNANDINA BEACH REHABILITATION AND NURSING CENTER,1625 LIME STREET,,FERNANDINA BEACH,FL,32034,Nassau,(904) 261-0771,1625 LIME STREET,,FERNANDINA BEACH,FL,32034,Nassau,LICENSED,FERNANDINA BEACH REHAB  LLC,08/01/2019,STEPHEN JORDAN,120,For-Profit,www.citadelcarecenters.com
95001,1011096,07/01/2018,09/28/2020,Nursing Home,FINNISH-AMERICAN VILLAGE,1800 SOUTH DRIVE,,LAKE WORTH,FL,33461,Palm Beach,(561) 588-4333,1800 SOUTH DRIVE,,LAKE WORTH,FL,33461,Palm Beach,LICENSED,FINNISH AMERICAN REST HOME  INC.,03/17/2006,DANIEL ANDREW BENSON,45,Not-For-Profit,www.farh.org
41603,1150096,01/01/2020,03/31/2022,Nursing Home,FIRST COAST HEALTH AND REHABILITATION CENTER,7723 JASPER AVENUE,,JACKSONVILLE,FL,32211,Duval,(904) 725-8044,7723 JASPER AVENUE,,JACKSONVILLE,FL,32211,Duval,LICENSED,SENIOR HEALTH - FIRST COAST  LLC,01/01/2001,JOSEPH LEWIS,100,Not-For-Profit,firstcoasthealthandrehab.com
41801,1331096,12/04/2018,03/03/2021,Nursing Home,FLAGLER HEALTH AND REHABILITATION CENTER,300 DR CARTER BOULEVARD,,BUNNELL,FL,32110,Flagler,(386) 437-4168,300 DR CARTER BOULEVARD,,BUNNELL,FL,32110,Flagler,LICENSED,MF FLAGLER  LLC,12/04/2008,PERRY J. WEIKER,120,For-Profit,
41630,11510961,04/01/2020,06/29/2022,Nursing Home,FLEET LANDING,ONE FLEET LANDING BLVD,,ATLANTIC BEACH,FL,32233,Duval,(904) 246-9900,ONE FLEET LANDING BLVD,,ATLANTIC BEACH,FL,32233,Duval,LICENSED,NAVAL CONTINUING CARE RETIREMENT FOUNDATION INC,04/01/1997,ELIZABETH SHOLAR,70,Not-For-Profit,www.fleetlanding.com
62903,1071096,02/01/2020,05/01/2022,Nursing Home,FLETCHER HEALTH AND REHABILITATION CENTER,518 W FLETCHER AVE,,TAMPA,FL,33612-3419,Hillsborough,(813) 265-1600,518 W FLETCHER AVE,,TAMPA,FL,33612-3419,Hillsborough,LICENSED,518 WEST FLETCHER AVENUE OPERATIONS LLC,02/01/2012,SCOTT J ALLEN,120,For-Profit,www.consulatehealthcare.com
93101,1152096,08/30/2020,08/29/2022,Nursing Home,FLORIDA BAPTIST RETIREMENT CENTER  INC.,1006 33RD ST,,VERO BEACH,FL,32960,Indian River,(772) 567-5248,1006 33RD ST,,VERO BEACH,FL,32960,Indian River,LICENSED,FLORIDA BAPTIST RETIREMENT CENTER  INC.,02/24/2006,GRETCHEN WARD,24,Not-For-Profit,www.fbrcvero.org
35960886,130470964,01/01/2020,03/31/2022,Nursing Home,FLORIDA PRESBYTERIAN HOMES INC,909 LAKESIDE AVE,,LAKELAND,FL,33803,Polk,(863) 688-5521,909 LAKESIDE AVE,,LAKELAND,FL,33803,Polk,LICENSED,FLORIDA PRESBYTERIAN HOMES INC,01/13/1997,MARIA E RIVERA,68,Not-For-Profit,www.fphi.org
111311,11570951,02/01/2019,05/01/2021,Nursing Home,FLORIDEAN NURSING AND REHABILITATION CENTER  THE,47 NW 32ND PLACE,,MIAMI,FL,33125,Miami-Dade,(305) 649-2911,47 NW 32ND PLACE,,MIAMI,FL,33125,Miami-Dade,LICENSED,FLORIDIAN FACILITY OPERATIONS LLC,02/01/2015,SUSANMARIE PRADO,90,For-Profit,www.consulatehealthcare.com
83604,11160961,12/31/2019,03/30/2022,Nursing Home,FORT MYERS REHABILITATION AND NURSING CENTER,7173 CYPRESS DRIVE SW,,FORT MYERS,FL,33907-2994,Lee,(239) 936-0203,7173 CYPRESS DRIVE SW,,FORT MYERS,FL,33907-2994,Lee,LICENSED,FM RNC LLC,12/31/2015,TOBIAS (TOBY) BREDER,120,For-Profit,http://fortmyersrehab.com/
95602,10040953,02/01/2020,05/01/2022,Nursing Home,FORT PIERCE HEALTH CARE,611 S 13TH ST,,FORT PIERCE,FL,34950-4054,St. Lucie,(772) 464-5262,611 S  13TH STREET,,FORT PIERCE,FL,34950-4054,St. Lucie,LICENSED,611 SOUTH 13TH STREET OPERATIONS LLC,02/01/2012,TIMOTHY C KIMES,171,For-Profit,www.consulatehealthcare.com
14605,11610951,02/01/2020,05/01/2022,Nursing Home,FORT WALTON REHABILITATION CENTER  LLC,1 LBJ SR DRIVE,,FORT WALTON BEACH,FL,32548,Okaloosa,(850) 863-2066,1 LBJ SR DRIVE,,FORT WALTON BEACH,FL,32548,Okaloosa,LICENSED,FORT WALTON REHABILITATION CENTER  LLC,02/01/2012,KAY MALEY,120,For-Profit,www.fortwaltonrehab.com
